word_freq_remove,word_freq_free,word_freq_your,word_freq_000,word_freq_money,word_freq_hp,word_freq_george,char_freq_!,char_freq_$,capital_run_length_average,class
0.37,0.37,1.49,0,0,0,0,1.199,0.505,3.337,1
0,0.45,3.37,0.22,0.67,0,0,1.599,0.148,4.947,1
0.09,0.19,1.43,0,0.19,0,0,0.088,0.124,2.405,1
0,0,0.44,0,0,0,0,0,0.187,3.384,1
0,0,0,0,0,0,0,7.843,0,1.666,1
0,0,0,0,0,0,0,0,0,1,1
0,2.94,0.73,0,0,0,0,0,0,1.6,1
0,0.46,5.55,0,0,0,0,1.663,0.249,49.866,1
0,0.47,5.18,0,0,0,0,1.687,0.168,57.23,1
0.9,0,0,0,0,0,0,2.143,0.612,10.125,1
0.07,0,1.87,0,0.22,0,0,0.131,0.071,3.446,1
0,0,6.41,0,1.28,0,0,0,0.204,5.181,1
0.49,2.94,0,0,0,0,0,0.862,0,12.148,1
0,0.47,5.26,0,0,0,0,1.683,0.168,57.23,1
0,0.47,5.18,0,0,0,0,1.68,0.168,57.23,1
0,1.34,4.48,0,0,0,0,0,0,2.25,1
0,1.33,4.46,0,0,0,0,0,0,2.25,1
0,0,0.68,0,0,0.34,0,0.899,0.105,667,1
0,0,0,1.08,0,0,0,0,0.389,3.476,1
0,0,2.75,0,0,0,0,0.572,0,2.9,1
0,1.33,4,0,0,0,0,1.326,0,2.2,1
0,0.36,0.73,0,0.36,0,0,0.238,0.059,2.93,1
0,0,0,0,0,0,0,0,0,2,1
0.03,0.24,1.25,0.34,0.59,0,0,0.425,0.573,5.761,1
0,0.31,0.62,0,0.62,0,0,0.055,0.111,2.358,1
0.56,3.97,0.56,0.56,0,0,0,0.768,0,11.685,1
0,0.14,0,0.14,0,0,0,0,0.022,2.227,1
0,1.1,3.04,0,0.27,0,0,0.582,0.291,2.309,1
0,0,5.26,0,1.31,0,0,0,0.21,4.5,1
0,0,5.26,0,1.31,0,0,0,0.21,4.5,1
2.32,0,4.65,0,0,0,0,0.701,0.35,1.434,1
0.85,0.42,1.7,0,0,0,0,0.819,0,4.84,1
1.04,0,1.04,0,0,0,0,0.263,0,1.428,1
0,0.04,0.79,0.69,0.47,0,0,0.356,0.09,12.332,1
0.5,0,1.52,0.76,0,0,0,0.433,0.433,2.441,1
0,0,0,0,0,0,0,0,0.182,3.545,1
0,0.53,1.06,0,0.21,0,0,0.358,0.188,2.847,1
0.75,1.87,1.5,0,0,0,0,0.242,0,9.584,1
1.96,0.98,0.98,0,0,0,0,1.011,0,2.888,1
0,0.21,1.35,0.51,0.54,0,0,0.454,0.523,6.59,1
0,0,2.04,0,0.61,0,0,0.298,0.149,11.96,1
0,0,0,0,0,0,0,0.17,0.341,3.809,1
0,0,5.26,0,1.31,0,0,0,0.21,4.5,1
1.63,0.54,2.18,0,0,0,0,0,0.171,2.592,1
0,0.65,1.3,0,0,0,0,1.154,0.524,3.89,1
2.35,1.17,0,2.35,0,0,0,0.168,0.336,4.576,1
0.32,0.32,3.25,0,0.32,0,0,0,0.169,1.494,1
0,0.25,0,0.51,0,0,0,0.174,0.174,9.186,1
0,0.99,0.74,0,0,0,0,0.478,0,2.868,1
0.32,0.32,3.24,0,0.32,0,0,0,0.168,1.494,1
0.32,0.32,3.24,0,0.32,0,0,0,0.168,1.494,1
0,0.78,2.34,0.78,0,0,0,0.792,0.339,2.627,1
0,0,0.4,0.8,0,0,0,0.601,0.133,10.578,1
0,1.57,2.36,0.78,0,0,0,0.682,0.341,2.555,1
0,0.75,4.16,0,0,0,0,0.415,0.138,1.937,1
0.96,1.44,0.96,0,0,0,0,0.149,0.074,2.586,1
0.43,0,0,0,0,0,0,0.395,0,7.983,1
0,1.57,2.36,0.78,0,0,0,0.682,0.341,2.555,1
0,0.81,0.81,0,0,0,0,0.121,0,4.035,1
0,0.23,1.32,0.46,0.38,0,0,0.36,0.524,6.186,1
0.87,0,1.31,1.31,0,0,0,1.021,0.218,3.35,1
0,1.23,3.7,0,0,0,0,0.234,0,4.176,1
1.58,1.58,1.58,0,0,0,0,0.371,0,3.538,1
0,0,3.6,0,0,0,0,0.559,0,2.9,1
0,0,0.32,0,0,0,0,0.185,0.061,10.585,1
0.94,0,0.47,0,0,0,0,0,0,2.125,1
0,0,2.75,0,0,0,0,0.565,0,2.9,1
0,0.17,0.92,0,0.05,0,0,0.089,0.079,4.913,1
0,0.17,0.92,0,0.05,0,0,0.089,0.079,4.924,1
0.86,0.86,1.73,0,0,0,0,0.457,0,2.75,1
0.86,0.86,1.73,0,0,0,0,0.759,0,2.75,1
0,0,0,0,0,0.38,0,1.008,0.059,295,1
0,0,0,0,0,0.38,0,1.005,0.059,295,1
0,0,0,0,0,0.38,0,1.008,0.059,589,1
0,0,0,0,0,0,0,0.034,0,3.168,1
0,0,0,0,0,0,0,0.034,0,2.588,1
1.31,0,0.65,0,0.65,0,0,0.522,0,1.69,1
0,0,0,0,0,0,0,0.034,0,3.168,1
0,0,0,0,0,0,0,0.034,0,2.588,1
0.3,0.9,3,0,0.6,0,0,0.144,0,5.403,1
0.32,0.32,3.24,0,0.32,0,0,0,0.166,1.494,1
0.25,0.25,0.42,0.85,0.08,0,0,0.435,0.118,7.497,1
0.45,2.75,0.91,0,0,0,0,2.077,0,12.176,1
1.03,2.06,1.03,0,0,0,0,0,0,10.692,1
1.04,2.08,1.04,0,0,0,0,0,0,10.692,1
1.03,2.06,1.03,0,0,0,0,0,0,10.692,1
0,1.4,0.46,0,0,0,0,0.74,0,2.673,1
1.21,1.21,0,0,0,0,0,0,0,1.676,1
0,1.97,2.63,0,0.65,0,0,0.198,0.099,2.195,1
0,0,0.26,0,0,0,0,0.175,0.043,8.271,1
0.74,0.74,0.74,0.74,0,0,0,0.355,0.118,2.095,1
0,0,5.19,0,1.29,0,0,0,0.208,4.818,1
0,0.05,0.17,0,0,0.02,0,0.112,0.018,3.922,1
0,0,0.66,0,0,0,0,0.355,0.118,2.315,1
0,0,0.67,0,0,0,0,0.356,0.118,2.315,1
1.07,0,0,0,0,0,0,0,0,2.333,1
0,0.27,0.27,0,0,0,0,0.142,0.047,2.353,1
1.07,0,0,0,0,0,0,0,0,2.333,1
0,0,0.92,0.76,1.23,0,0,0.52,0.289,4.33,1
0,0.23,1.19,0,0,0,0,1.046,0.037,4.022,1
0.23,0,1.9,0,0.71,0,0,0.238,0,3.184,1
0,0.23,1.19,0,0,0,0,1.046,0.037,4.022,1
0,0.57,2.02,0,0,0,0,1.147,0.191,11.735,1
0.9,0.9,0.9,0.9,0,0,0,0.391,0.13,2.15,1
0.74,0.74,0.74,0.74,0,0,0,0.355,0.118,2.15,1
0,1.95,1.46,0.16,0.81,0,0,0.134,0.107,5.216,1
0,1.08,0.27,0.27,0.54,0,0,0.458,0.504,2.934,1
0.21,0,1.71,1.28,0,0,0,0.465,0.271,9.052,1
0.64,0.64,3.22,0.64,0,0,0,0.522,0.313,2.511,1
1.63,0.54,2.18,0,0,0,0,0,0.171,2.592,1
0,0,4.68,0,0,0,0,0.367,0.073,2.34,1
0,0,0.94,0,0.18,0,0.18,0.31,0.112,2.548,1
0,0,1.07,0,0,0,0,0.265,0.088,11.066,1
0,0,5.26,0,1.31,0,0,0,0.213,4.818,1
0,0,0,0,0,0,0,0.587,0,7,1
0.68,1.36,2.05,1.36,0,0,0,1.706,0.2,4.281,1
1.16,1.93,1.16,0,0,0,0,0.198,0,9.266,1
0.27,0.82,2.73,0,0.54,0,0,0.13,0,4.6,1
0,1.25,1.25,0.94,0,0,0,0.39,0.438,3.322,1
0,1.09,2.19,0,0,0,0,0.371,0,3.096,1
0.5,0.1,0.7,0.6,0.1,0,0,0.491,0.158,8.55,1
0,0,0.81,0,0,0,0,0.26,0,13.5,1
0,0.62,3.1,0,0,0,0,1.105,0.201,12.904,1
0,0.41,0.41,0,0,0,0,0.312,0.062,1.477,1
1.65,2.47,0.82,0,0,0,0,0.199,0,15.892,1
1.65,2.47,0.82,0,0,0,0,0.199,0,15.892,1
1.65,2.47,0.82,0,0,0,0,0.199,0,15.892,1
0,1.29,3.89,0,0,0,0,0.236,0,7.181,1
0,0.45,5.4,0,0,0,0,1.626,0.162,69.727,1
0,0.45,4.97,0,0,0,0,1.631,0.244,64.416,1
0,0.45,5.04,0,0,0,0,1.633,0.245,64.416,1
0.41,2.47,2.06,0,0.82,0,0,0.53,0.132,6.404,1
0,0,1.08,0,0.09,0,0,5.848,1.313,5.96,1
0,0,5.26,0,1.31,0,0,0,0.212,4.818,1
0,0,5.26,0,1.31,0,0,0,0.212,4.818,1
0,0.3,1.2,0,0.6,0,0,0.189,0.141,1.932,1
0.94,0,0.94,1.41,0,0,0,1.254,0.221,5.918,1
0,0.36,2.53,0,0,0,0,1.203,0.467,18.4,1
0,7.35,1.47,0,4.41,0,0,1.272,0.254,6.294,1
0,7.35,1.47,0,4.41,0,0,1.272,0.254,6.055,1
0.51,0,1.03,0,0,0,0,0.18,0,1.773,1
0.5,0,1.01,0,0,0,0,0.178,0,1.792,1
0,0.37,2.6,0,0,0,0,1.211,0.471,18.4,1
0,0,1.08,0,0.09,0,0,5.84,1.311,5.96,1
0,0.36,2.53,0,0,0,0,1.203,0.467,18.4,1
0,0,0.9,0.15,0.3,0,0,0.376,0.05,2.271,1
0,0,0.45,0,0.3,0,0,0.087,0,1.54,1
0.06,0,2.48,0,0.19,0,0,0.133,0.041,3.29,1
0,0,0,0,0,0,0,0.573,0,2.884,1
0,0.17,0.92,0,0.05,0,0,0.099,0.079,4.906,1
0,1.19,3.57,0,0,1.19,0,0.204,0,8.636,1
0.44,0.44,1.34,0.44,0.44,0,0,0.482,0.896,6.77,1
0,0.77,2.32,0,0,0,0,0.672,0.403,2.794,1
0.14,0,1.12,0.84,0.28,0,0,0.045,0.342,14.88,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
0,0.8,2.4,0,0,0,0,0.823,0,2.815,1
0,1.63,3.27,0,0,0,0,0.8,0.266,2,1
0.69,0,1.39,0,0,0,0,0.196,0,6.1,1
0,1.04,1.04,1.57,0.52,0,0,0.539,0.269,5.787,1
0.32,0.32,3.25,0,0.32,0,0,0,0.166,1.494,1
0.32,0.32,3.25,0,0.32,0,0,0,0.166,1.494,1
0.25,0.25,0.42,0.85,0.08,0,0,0.486,0.118,7.561,1
0.05,0,1.11,0.82,0.05,0,0,0.01,0.167,1.818,1
0,0,0.81,0.27,0,0,0,0.874,0.051,5.582,1
0,0.44,1.76,0,1.32,0,0,0.663,0.132,8.666,1
0,4.59,1.14,0,0,0,0,1.939,0,8.461,1
0,0,3.57,3.57,0,0,0,0.606,0.606,3.111,1
0,0,0.54,0,0,0,0,0,0,1.49,1
0,0,2.75,0,0,0,0,0.567,0,2.9,1
0.7,0.7,1.41,0.35,0.35,0,0,0.381,0.063,2.021,1
2.73,0,2.73,0,0.68,0,0,1.244,0,2.472,1
0.55,0,0.83,0,0,0,0,0.301,0,19.482,1
0.09,0,0.67,0.09,0,0,0,0.559,0.047,1.694,1
1.61,1.61,0,0,0,0,0,0.804,0,2.466,1
0.97,0.97,0.97,0,0,0.97,0,0,0.167,3.5,1
2.25,0,1.12,0,0,0,0,0.503,0,16.304,1
0.4,0.1,2.03,0,0.3,0,0,0.976,0.397,3.186,1
0,0.8,2.41,0.8,0,0,0,1.562,0.36,2.638,1
0,0,5.26,0,1.31,0,0,0,0.212,4.818,1
1.47,1.47,1.47,0,0,0,0,0.508,0.169,10.625,1
0,0.17,0.92,0,0.05,0,0,0.099,0.079,4.881,1
0.81,0,0.81,0,0,0,0,0,0.123,4.793,1
0.58,0,1.74,0,0,0,0,0,0.271,1.67,1
0.06,0,1.08,0.84,0.06,0,0,0.01,0.169,1.766,1
0,0.03,0.2,0.03,0,1.18,0,0.029,0.011,2.813,1
0,0.41,1.24,0,0.41,0,0,0.481,0.549,3.166,1
0.08,0.08,0.57,0.16,0.24,0,0,0.55,0.082,15.547,1
0.4,0.1,2.03,0,0.3,0,0,0.977,0.397,3.166,1
0.45,0.22,1.13,0.9,0,0,0,0.037,0.15,13.936,1
0,0,5.26,0,1.31,0,0,0,0.212,4.818,1
0,0.4,0,0.4,0,0,0,0.198,0,5.019,1
0.38,0.38,2.29,0,0.38,0,0,0.121,0,2.08,1
1.78,0,0,0,0,0,0,0.544,0,1.777,1
0,0,1.23,0.06,0,0,0,0.472,0.092,2.086,1
1.36,1.36,1.36,0,0,0,0,0.17,0.17,9.411,1
0,0,1.53,0,0,0,0,2.894,0.868,5.607,1
0,0.81,1.63,0,0,0,0,0.258,0,2.826,1
0.33,0,3.87,0,0.33,0,0,1.151,0.056,4.928,1
0,0,1.08,0,0.19,0,0,5.213,0.979,5.781,1
0,4,0,0,0,0,0,2.597,0,4.153,1
0.05,0,1.04,0.75,0.05,0,0,0.01,0.162,1.794,1
0.27,0,1.36,0,0.27,0,0,0.489,0.04,2.121,1
0,0.8,1.61,0,0,0,0,0.511,0,2.909,1
2.2,0,1.1,0,0,0,0,0.496,0,16.782,1
2.2,0,1.1,0,0,0,0,0.496,0,16.826,1
0.31,0.31,3.19,0,0.31,0,0,0,0.162,1.515,1
0.69,0.69,1.38,0.34,0.34,0,0,0.379,0.063,2.042,1
1.56,1.56,1.56,0,0,0,0,0,0.183,11.714,1
2.16,0,1.08,0,0,0,0,0.488,0,15.16,1
0.28,1.88,1.44,0,0,0,0,0.21,0,2.293,1
0,0.22,1.1,0.22,0.22,0,0,0.13,0.196,7.4,1
0,0,0.88,0.14,0.29,0,0,0.388,0.048,2.264,1
0.07,0,1.85,0,0.07,0,0,0.167,0.167,3.412,1
0.31,0.31,3.19,0,0.31,0,0,0,0.163,1.515,1
0.31,0.31,3.19,0,0.31,0,0,0,0.163,1.515,1
0.05,0,1.11,0.81,0.05,0,0,0.01,0.167,1.838,1
0.97,0,1.45,1.45,0,0,0,1.085,0.232,5.166,1
0,0.41,1.24,0,0.41,0,0,0.48,0.549,3.166,1
0.08,0.08,0.94,0.34,0.34,0,0,0.261,0.294,3.282,1
0,0,0.64,0,0,0,0,0.233,0,9.5,1
1.63,0,3.27,0,0,0,0,0,0,1.2,1
0.08,0,3.14,0.34,0.08,0,0,0.092,0.014,4.16,1
0.08,0,3.14,0.34,0.08,0,0,0.092,0.014,4.16,1
0.34,0.69,1.73,0,1.04,0,0,0.638,0.174,2.17,1
0.29,0.87,2.9,0,0.58,0,0,0.14,0,4.892,1
0.45,0,0,0,0,0,0,0.072,0,7.857,1
0.2,0.4,2.22,0,0.4,0,0,0.133,0.066,2.704,1
1.33,0,5.33,0,0,0,0,0.213,1.492,29.125,1
0.44,0.44,3.32,0.44,0.44,0,0,0.588,0.156,86.7,1
0,0,0.9,0,0,0,0,0.292,0,3,1
0.74,0,1.49,0,0,0,0,0.467,0.233,1.846,1
0.28,0.14,0.85,0,0.42,0,0,0.13,0,7,1
0.37,0.37,1.13,0.37,0,0,0,0.882,0.189,4.08,1
0,0,2.66,0,0,0,0,1.799,0.514,1.823,1
0,0.72,0.72,0,0,0.36,0,0.963,0.113,2.622,1
1.08,0.54,1.08,1.62,0,0,0,1.218,0.261,5.323,1
0,1.81,0,5.45,0,0,0,0.628,0.943,2.944,1
0.48,0.48,1.44,0.48,0.48,0,0,0.515,0.957,6.833,1
0,0.98,1.96,0,0,0.98,0,0.278,0,2.95,1
0,0,0,0,0,0,0,0.833,0,1.375,1
0.18,1.89,0,0,0.18,0,0,0,0,25.22,1
0,0.3,1.21,0,0.6,0,0,0.191,0.143,2.041,1
0,1.33,4,0,0,0,0,1.326,0,2.2,1
0.03,0.51,1.36,0.27,0.71,0,0,0.379,0.136,3.341,1
0,0.3,1.21,0,0.6,0,0,0.19,0.142,2.03,1
0.58,0.58,1.74,0,1.16,0,0,0.239,0.239,3.338,1
0.46,0,1.86,0,0,0,0,0.37,0,6.137,1
0,0.3,3.03,0,0.3,0,0,0,0.211,1.745,1
0,0.3,3.02,0,0.3,0,0,0,0.21,1.738,1
0,0,6.54,0,0.59,0,0,0.103,0,1.437,1
0.02,0.33,1.43,0.94,0.46,0,0,0.325,0.523,6.723,1
0.58,0.58,1.74,0,1.16,0,0,0.239,0.239,3.338,1
0,0.3,3.03,0,0.3,0,0,0,0.211,1.752,1
0,0.3,3.03,0,0.3,0,0,0,0.211,1.752,1
0,0.71,2.63,0.71,0.23,0,0,0.402,0.402,5.681,1
0,0,0,0.59,0,0,0,0,0,2.103,1
0,0,0,0,0,0,0,4.347,0,3,1
0,0.48,1.44,0.48,0.24,0,0,0.036,0.184,2.336,1
0,0.48,1.44,0.48,0.24,0,0,0.036,0.184,2.336,1
0.08,0.08,0.77,0.34,0.34,0,0,0.263,0.263,3.076,1
0,0,0.87,0,0.43,0,0,0.802,0,5.114,1
0,0,0.87,0,0.43,0,0,0.874,0,5.114,1
0.29,0.87,2.9,0,0.58,0,0,0.14,0,4.892,1
0,0,0,0,0,0,0,0.543,0,5,1
0,0,4.04,0,0.36,0,0,0.653,0.118,1.53,1
0,0,0.38,0.77,0,0,0,0.364,0.312,7.541,1
0.08,0,3.17,0.34,0.08,0,0,0.099,0.014,4.07,1
0.26,0.79,1.05,0,0.52,0,0,0.327,0,5.549,1
0.05,0.1,1.48,1.01,0.33,0,0,0.346,0.793,6.05,1
0.54,0.36,2,0,0.18,0,0,0.249,0.305,3.921,1
0.08,0,3.17,0.34,0.08,0,0,0.099,0.014,4.07,1
0,0,3.79,0,0,0,0,1.9,0.475,1.763,1
0.36,0.36,0,0,0,0,0,0.053,0.053,18.37,1
0,0.37,4.52,0.37,0,0,0,1.248,0.197,58.705,1
0,0,1.15,0,0,0,0,0.107,0,1.421,1
0,0,2.17,0,0,0,0,0.411,0,4.307,1
0,0,1.09,0,0.09,0,0,5.924,1.33,5.8,1
0.38,0.38,1.93,0,0.38,0,0,0.123,0,2.062,1
0,0,3.17,3.17,0,0,0,0.298,0.597,3.333,1
0,0.49,0.49,0,0,0,0,0.424,0,12.692,1
0.38,0.38,1.93,0,0.38,0,0,0.123,0,2.062,1
0.38,0,0.7,0.19,0,0,0,0.25,0.073,1.764,1
0.37,0,2.24,0,0.37,0,0,0.061,0.122,4.727,1
0.39,0,1.98,0,0,0,0,0.705,0.211,1.903,1
0.41,1.65,0.41,0.41,0.82,0,0,0.904,5.3,7.478,1
0.09,0,1.23,0.29,0.04,0,0,0.431,0.111,3.37,1
0.41,1.65,0.41,0.41,0.82,0,0,0.904,5.3,7.478,1
0,0,0,0,1.42,0,0,0,0,4.722,1
1.21,0,4.87,0,0,0,0,0.555,0,104.666,1
0,0.96,1.92,0.48,0,0,0,0.174,0.087,1.612,1
0.05,0.1,1.49,0.99,0.34,0,0,0.328,0.858,5.928,1
1.47,0,0,0,0,0,0,1.562,0,5,1
1.06,1.06,1.06,1.59,0,0,0,1.208,0.259,5.558,1
0,0.41,1.24,0,0.41,0,0,0.48,0.549,3.166,1
0.55,0.55,1.67,0,0,0,0,1.208,0.345,4.761,1
0.55,0.55,1.67,0,0,0,0,1.207,0.345,4.761,1
0,0.37,4.54,0.37,0,0,0,1.246,0.196,62.5,1
0,0.34,3.81,0.17,0.51,0,0,1.275,0.141,5.598,1
0,0,1.27,0,0.12,0,0,0.371,0.061,2.89,1
1.18,0.23,1.65,0,0,0,0,0.08,0,1.844,1
0.05,0.26,1.5,1.02,0.34,0,0,0.329,0.78,6.045,1
0,0.45,1.35,0,0,0,0,0.138,0,5.809,1
1.23,1.23,0,0,0,0,0,1.939,0,1.379,1
1.23,1.23,0,0,0,0,0,1.947,0,1.379,1
1.23,1.23,0,0,0,0,0,1.949,0,1.379,1
0.19,0,0.49,0.39,0,0,0,0.586,0.189,2.349,1
0.68,0.68,1.37,0.34,0.34,0,0,0.503,0.062,1.82,1
0,0,0.27,0,0,0,0,0.136,0.182,8.207,1
0,0,1.09,0,0,0,0,0,0.692,4.941,1
0,0,1.27,0,0.12,0,0,0.371,0.061,2.878,1
1.2,0,3.61,0,0,0,0,0.331,0,50.166,1
0.24,0,2.47,0.24,0.74,0,0,1.634,0.155,3.975,1
0.6,0,1.21,0,0.6,0,0,0.619,0.103,6.166,1
0,0.92,1.38,0,0.46,0,0,0.795,0.217,4.869,1
0,0,1.35,0,0,0,0,2.362,0,3.384,1
1.47,0,2.94,0,0,0,0,0.294,0.147,72,1
0,0.49,1.99,0,0.49,0,0,0.625,0.312,4.75,1
0.53,0,1.6,0,0,0,0,0,0,2.131,1
0,0,1.11,0,0,0,0,1.473,0,4.071,1
0.56,0.56,1.7,0,0,0,0,1.135,0.349,5.105,1
0,0,1.77,0,0.23,0,0,0.13,0.168,5.76,1
0,0,0.93,0,0,0,0,0.441,0,1.372,1
0,0,2.38,0.47,0,0,0,0.496,0.248,5.187,1
0,0,0.93,0,0,0,0,0.441,0,1.372,1
0,0.48,1.45,0.48,0.24,0,0,0.036,0.184,2.276,1
0.36,0,2.17,0,0,0,0,0,0,6.685,1
0,0,1.35,0,0,0,0,2.413,0,3.384,1
0,0.47,1.42,0,0,0,0,0,0,7.18,1
0,0.47,1.42,0,0,0,0,0,0,7.18,1
0.04,0.23,1.36,0.97,0.31,0,0,0.311,0.734,5.328,1
0,5,0,0,0,0,0,0.909,0,2.857,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
1.47,0,2.94,0,0,0,0,0.294,0.147,71.5,1
0.56,0.56,1.69,0,0,0,0,1.217,0.347,5.105,1
0,0,0,0,0,0,0,0,0,2,1
0,0,0.92,0,0,0,0,0.434,0,1.377,1
0,3.12,0,0,0,0,0,0.462,0,3.125,1
0.05,0.26,1.5,1.11,0.34,0,0,0.344,0.784,6.094,1
0,0.81,0,0,0,0,0,0.706,0,8.411,1
0,0.23,0.47,0,0.23,0,0,0.327,1.357,5.769,1
0.42,0,2.13,1.28,0,0,0,0,0.349,7,1
0,0,0.9,0,0,0,0,0.416,0,1.373,1
0,0,1.74,0,0.29,0,0,1.434,0,3.281,1
0,0,2.41,0.48,0,0,0,0.502,0.251,5.488,1
0,0,2.42,0.48,0,0,0,0.421,0.252,5.173,1
0,0,2.45,0.49,0,0,0,0.677,0.254,5.2,1
1.45,0,5.1,0,0,0,0,0.105,0,2.689,1
0.04,0.23,1.36,1,0.31,0,0,0.318,0.754,5.349,1
0,0,0,0,0,0,0,0.924,0,1.966,1
0,0,1.29,0,0.64,0,0,0.093,0,2.755,1
0,0,1.29,0,0.64,0,0,0.093,0,2.755,1
0,0,1.29,0,0.64,0,0,0.093,0,2.755,1
0,0.3,0.15,0,0,0,0,0,0.044,1.607,1
0,0.62,2.3,0.62,0.2,0,0,0.345,0.345,5.132,1
0,0,0,0,0,0,0,0,0,13.166,1
0.05,0.26,1.47,1.1,0.34,0,0,0.331,0.79,6.073,1
0,0,0.92,0,0,0,0,0.464,0,1.392,1
0,0.63,1.91,0.31,0.63,0,0,0.055,0.501,3.509,1
1.12,0.56,2.25,0,0,0,0,1.13,0.347,4.875,1
0,0,0.92,0,0,0,0,0.464,0,1.392,1
0,0,2.83,0,0,0,0,0.443,0,4.652,1
0,0.08,2.64,0,0,0,0,0,0,2.039,1
0,0,0,0,0,0,0,0.112,0.336,2.96,1
0,0.88,0,0,0,0,0,0,0,1.512,1
0,0,0.96,0,0.12,0,0,0.693,0,1.335,1
0.19,0,1.75,0.09,0.29,0,0,0.405,0.233,4.32,1
0,0,1.56,0,0,0,0,0.754,0.188,5.551,1
1.09,0.36,1.09,0.36,1.09,0,0,0.427,0.061,4.42,1
0,0.45,0.45,0,0,0,0,0,0,2.47,1
0.09,0.58,2.43,0,0.09,0,0,0.06,0.045,1.597,1
0,0,2.53,0.84,0,0,0,0.6,0.3,4.02,1
0,0,2.53,0.84,0,0,0,0.6,0.3,4.02,1
0.4,0.8,2,0,0,0,0,0.116,0.116,4.058,1
0.63,0,1.91,0,0,0,0,0,0.613,1.251,1
1.25,1.25,3.75,0,0,0,0,0.298,0,3.976,1
0.26,0,0.52,0,0,0,0,0.077,0,1.8,1
0,1.41,5.67,0,0,0,0,0,0,4.176,1
0.55,0.55,1.66,0,0,0,0,1.191,0.34,4.59,1
0.72,0,1.45,0,0.72,0,0,0.729,0.121,7.781,1
0.84,0,1.69,0,0.84,0,0,0.776,0.129,10.375,1
0.72,0,1.45,0,0.72,0,0,0.729,0.121,7.781,1
0.81,3.27,0.4,2.04,0,0,0,0.64,0.8,7.651,1
0,0.58,1.5,0.17,0.34,0,0,0.13,0.186,4.225,1
0,2.85,0,0,0.71,0,0,1.417,0,3.029,1
0,1.3,3.26,0,0,0,0,0.515,0.103,2.04,1
1.61,0,0,0,0,0,0,0.23,0,4.941,1
0,2.56,0.96,0,0,0,0,0.492,0,2.184,1
0.64,0.64,2.59,0,0,0,0,0.233,0,1.136,1
0.98,0,1.96,0,0,0,0,0.645,0.064,3.552,1
0,0,2.2,2.2,0,0,0,0.444,0.37,2.413,1
0.69,0,2.08,0,0.69,0,0,0.701,0.116,8.781,1
0,0,2.2,2.2,0,0,0,0.444,0.37,2.413,1
0,0,2.2,2.2,0,0,0,0.444,0.37,2.413,1
0,0,2.2,2.2,0,0,0,0.444,0.37,2.448,1
0,0.59,0,0,0,0,0,0.443,0.088,1.693,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
1.66,3.33,0,0,0,0,0,1.424,0,24.333,1
0.5,0.1,0.7,0.6,0.1,0,0,0.49,0.158,8.55,1
0,0.87,0.87,0,0.17,0,0,0.25,0.721,2.742,1
0,0,0,0,0,0,0,0.875,0,6,1
1.05,1.05,1.57,0.52,0,0,0,1.276,0.729,3.062,1
0.05,0,1.04,0.75,0.05,0,0,0.02,0.163,1.796,1
0,0.87,0.87,0,0.17,0,0,0.342,0.716,2.973,1
0,0,2.46,0,0,0,0,0.415,0,1.909,1
0.2,0,1,0.1,0.2,0,0,0.307,0.175,6.937,1
0,0,1.04,0.34,0,0,0,0.157,0.105,2.366,1
0,0,1.27,0,0.12,0,0,0.371,0.061,2.878,1
0,0,1.27,0,0.12,0,0,0.37,0.061,2.878,1
0,0,0.77,0.58,0.68,0,0,0.569,0.207,12.064,1
0,0,0.83,0.62,0.72,0,0,0.548,0.199,14.301,1
0,0.92,0,0,0,0,0,0,0,2.141,1
1.13,1.13,0,0,0,0,0,0,0,3.925,1
0.05,0,1.04,0.75,0.05,0,0,0.02,0.163,1.796,1
0,0,0,0,0,0,0,0.263,0.105,3.418,1
0,0,0.83,0.62,0.72,0,0,0.548,0.199,14.283,1
0.19,0,0.39,0.19,0.39,0,0,0.174,0.548,4.965,1
0,0,0,0,0,0,0,0,0,2.923,1
0,0,1.1,0,0.1,0,0,5.942,1.334,5.838,1
0,0.39,2.78,1.19,0.39,0,0,0.64,0.256,3.5,1
0,0,0,0,0,0,0,0.392,0,3.965,1
0,0,2.7,0,0,0,0,0.463,0,7.941,1
0,0.8,0,0,0,0,0,0.471,0,2.088,1
0.9,1.81,0,0,0,0,0,1.492,0,5.3,1
0,0,0.44,0,0,0,0,0,0.231,5.977,1
0,1.11,2.22,0.55,0,0,0,0.484,0.08,8.375,1
0.8,1.61,1.21,0,0,0,0,0.21,0,4.49,1
1.6,0,0.53,0,0,0,0,0.159,0,4.555,1
0,1.17,3.52,0,0,0,0,0,0,5.25,1
0,0,0,0,0,0,0,0.48,0.48,1.684,1
0.8,0.8,1.6,0,0,0,0,0.27,0,3.115,1
0.8,0.8,1.6,0,0,0,0,0.269,0,3.115,1
0,0.59,1.66,0.47,0.83,0,0,0.155,0.233,3.625,1
0.43,0.78,1.13,0.95,0.17,0,0,0.271,0.243,6.395,1
0.4,0.1,1.92,0,0.3,0,0,0.994,0.391,3.176,1
0.22,0.22,0.22,0,0,0,0,0.647,0,1.869,1
